GENEID	CHROMOSOME	START	END	STRAND	BAND	SYMBOL	ENTREZID	REFSEQID
ENSG00000135736	16	57546090	57570511	-1	q21	CCDC102A	92922	NM_033212
ENSG00000256858	6	4074470	4074649	-1	p25.2	null	null	null
ENSG00000256854	17	71733993	71752696	1	q25.1	null	null	null
ENSG00000229252	HSCHR6_MHC_DBB	30447487	30452225	1	null	null	null	null
ENSG00000229253	HSCHR6_MHC_COX	33203803	33207329	-1	null	null	null	null
ENSG00000109466	4	166128770	166244308	1	q32.3	KLHL2	11275	NM_001161521,NM_001161522,NM_007246
ENSG00000255526	14	24683302	24701558	-1	q12	NEDD8-MDP1	100528064	NM_001199823
ENSG00000111780	12	120884284	120897762	1	q24.31	GATC	283459	NM_176818
ENSG00000256860	HSCHR21_4_CTG1_1	34804794	34806958	-1	null	null	null	null
ENSG00000242220	21	33948862	33957843	-1	q22.11	TCP10L	140290	NM_144659
ENSG00000242221	19	43568363	43586820	-1	q13.31	PSG2	5670	NM_031246
ENSG00000122432	1	84971974	85031877	1	p22.3	SPATA1	100505741	null
ENSG00000256864	HSCHR16_2_CTG3_1	69191027	69201532	1	null	null	null	null
ENSG00000256865	HG544_PATCH	17851362	17953161	1	null	null	4360	null
ENSG00000122435	1	100598706	100616053	1	p21.2	CCDC76	54482	NM_019083
ENSG00000256867	HSCHR2_1_CTG1	36589469	36589798	1	null	null	null	null
ENSG00000255537	11	125365110	125369424	1	q24.2	null	null	null
ENSG00000256869	11	65405723	65406048	1	q13.1	null	null	null
ENSG00000135749	1	233119881	233431459	-1	q42.2	PCNXL2	80003	NM_014801
ENSG00000135747	1	247108849	247242113	-1	q44	ZNF670	93474	NM_033213
ENSG00000147724	8	139142266	139509065	-1	q24.23	FAM135B	51059	NM_015912
ENSG00000121101	17	56634042	56769416	-1	q22	TEX14	56155	NM_001201457,NM_198393,NM_031272
ENSG00000134419	16	18792617	18801656	-1	p12.3	RPS15A	6210	NM_001030009,NM_001019
ENSG00000135744	1	230838269	230850043	-1	q42.2	AGT	183	NM_000029
ENSG00000135740	16	67282855	67306093	1	q22.1	SLC9A5	6553	NM_004594
ENSG00000159708	16	67360747	67419106	1	q22.1	LRRC36	55282	NM_001161575,NM_018296
ENSG00000254206	16	29392675	29415350	-1	p11.2	null	728888	null
ENSG00000111785	12	107168404	107281068	1	q23.3	RIC8B	55188	NM_018157
ENSG00000111786	12	120899471	120907464	-1	q24.31	SRSF9	8683	NM_003769
ENSG00000109471	4	123372625	123377880	-1	q27	IL2	3558	NM_000586
ENSG00000109472	4	166282346	166419472	1	q32.3	CPE	1363	NM_001873
ENSG00000111783	12	106976685	107156581	1	q23.3	RFX4	5992	NM_213594,NM_032491,NM_002920
ENSG00000109475	4	109541722	109551568	1	q25	RPL34	6164	NM_033625,NM_000995
ENSG00000110455	11	44087475	44105772	1	p11.2	ACCS	84680	NM_001127219,NM_032592
ENSG00000121104	17	47787694	47866542	-1	q21.33	FAM117A	81558	NM_030802
ENSG00000256861	12	122692326	122750970	-1	q24.31	null	null	null
ENSG00000111790	12	27091316	27119583	1	p11.23	FGFR1OP2	26127	NM_015633,NM_001171887,NM_001171888
ENSG00000256870	12	101549994	101604016	-1	q23.2	SLC5A8	160728	NM_145913
ENSG00000135750	1	233749750	233808258	1	q42.2	KCNK1	3775	NM_002245
ENSG00000256871	21	34804794	34806958	-1	q22.11	null	null	null
ENSG00000256872	22	38077680	38089483	1	q13.1	null	79159	NM_024313
ENSG00000230254	HSCHR6_MHC_SSTO	30448676	30453414	1	null	null	null	null
ENSG00000111796	12	9747147	9760482	-1	p13.31	KLRB1	3820	NM_002258
ENSG00000243566	7	76139745	76648340	1	q11.23	UPK3B	80761	NM_030570,NM_182684
ENSG00000256877	16	15019607	15021140	-1	p13.11	null	100288368,100287400	null
ENSG00000159714	16	67428322	67450377	-1	q22.1	ZDHHC1	29800	NM_013304
ENSG00000013306	17	42396993	42402238	-1	q21.31	SLC25A39	51629	NM_016016,NM_001143780
ENSG00000003987	8	17155539	17271037	-1	p22	MTMR7	9108	NM_004686
ENSG00000111799	6	75794042	75915767	-1	q14.1	COL12A1	1303	NM_004370,NM_080645
ENSG00000146409	6	133090507	133119747	-1	q23.2	C6orf192	116843	NM_052831
ENSG00000243567	10	30984850	31005942	1	p11.23	null	null	null
ENSG00000003989	8	17354597	17428082	1	p22	SLC7A2	6542	NM_001164771,NM_001008539,NM_003046
ENSG00000159713	16	67423712	67427438	-1	q22.1	TPPP3	51673	NM_016140,NM_015964
ENSG00000160703	11	119037277	119054725	1	q23.3	NLRX1	79671	NM_024618,NM_170722
ENSG00000256866	3	28615346	28617911	-1	p24.1	null	null	null
ENSG00000256876	14	105186643	105188870	1	q32.33	null	null	null
ENSG00000243570	HSCHR6_MHC_MCF	31989874	31996308	1	null	null	629	null
ENSG00000256881	6	152355111	152385476	-1	q25.1	null	null	null
ENSG00000146410	6	136552162	136571473	-1	q23.3	FAM54A	113115	NM_001099286,NM_138419
ENSG00000146411	6	134309835	134373774	-1	q23.2	SLC2A12	154091	NM_145176
ENSG00000135763	1	229761981	229795946	1	q42.13	URB2	9816	NM_014777
ENSG00000256883	12	928139	929597	-1	p13.33	null	null	null
ENSG00000146414	6	146185381	146285559	-1	q24.3	SHPRH	257218	NM_001042683,NM_173082
ENSG00000242247	22	43192508	43267429	-1	q13.2	ARFGAP3	26286	NM_014570,NM_001142293
ENSG00000146416	6	143381633	143661441	1	q24.2	AIG1	51390	NM_016108
ENSG00000256887	HG243_PATCH	145478520	145483447	-1	null	null	51160	null
ENSG00000133105	13	32313674	32377009	1	q13.1	RXFP2	122042	NM_130806,NM_001166058
ENSG00000256886	18	11622578	11623169	1	p11.21	null	null	null
ENSG00000135766	1	231499497	231560790	-1	q42.2	EGLN1	54583	NM_022051
ENSG00000160710	1	154554538	154600475	-1	q21.3	ADAR	103	NM_001111,NM_015841,NM_015840,NM_001025107,NM_001193495
ENSG00000133106	13	43460524	43566407	-1	q14.11	EPSTI1	94240	NM_033255,NM_001002264
ENSG00000160712	1	154377669	154441926	1	q21.3	IL6R	3570	NM_000565,NM_181359
ENSG00000230267	16	32187411	32199434	-1	p11.2	null	null	null
ENSG00000160714	1	154521053	154531504	-1	q21.3	UBE2Q1	55585	NM_017582
ENSG00000133101	13	37005967	37017019	1	q13.3	CCNA1	8900	NM_003914,NM_001111045,NM_001111046,NM_001111047
ENSG00000160716	1	154540257	154552502	1	q21.3	CHRNB2	1141	NM_000748
ENSG00000133103	13	40229764	40365802	1	q14.11	COG6	57511	NM_001145079,NM_020751,NR_026745
ENSG00000133104	13	36875775	36944317	-1	q13.3	SPG20	23111	NM_001142295,NM_001142296,NM_015087,NM_001142294
ENSG00000000005	X	99839799	99854882	1	q22.1	TNMD	64102	NM_022144
ENSG00000229284	HSCHR6_MHC_QBL	30908475	30911572	1	null	null	null	null
ENSG00000133107	13	38210773	38444562	-1	q13.3	TRPC4	7223	NM_001135956,NM_001135957,NM_001135958,NM_003306,NM_016179,NM_001135955
ENSG00000159723	16	67516474	67517716	-1	q22.1	AGRP	181	NM_007316,NM_001138
ENSG00000256890	7	1572089	1574516	-1	p22.3	null	null	null
ENSG00000256891	3	162045166	162051250	-1	q26.1	null	null	null
ENSG00000255561	11	111744780	111751967	-1	q23.1	null	91893	NM_138378
ENSG00000242252	1	156211753	156213112	1	q22	BGLAP	632	NM_199173
ENSG00000110484	11	62037627	62040628	1	q12.3	SCGB2A2	4250	NM_002411
ENSG00000255564	HG243_PATCH	145294015	145316828	1	null	null	null	null
ENSG00000135775	1	230778235	230829728	1	q42.2	COG2	22796	NM_001145036,NM_007357
ENSG00000135776	1	229652329	229694442	-1	q42.13	ABCB10	23456	NM_012089
ENSG00000255567	7	134134398	134136081	1	q33	null	null	null
ENSG00000135778	1	233086351	233114548	1	q42.2	NTPCR	84284	NM_032324
ENSG00000230279	HSCHR6_MHC_SSTO	31529774	31532044	1	null	null	4049	NM_001159740
ENSG00000256895	21	16422510	16424692	1	q21.1	C21orf116	null	null
ENSG00000133116	13	33590207	33640282	1	q13.1	KL	9365	NM_004795
ENSG00000133119	13	34392186	34540695	1	q13.2	RFC3	5983	NM_002915,NM_181558
ENSG00000135773	1	230883130	230937749	1	q42.2	CAPN9	10753	NM_006615,NM_016452
ENSG00000255559	8	146228197	146231432	1	q24.3	C8orf77	null	NR_026974
ENSG00000134444	18	59854507	59974355	1	q21.33	KIAA1468	57614	NM_020854
ENSG00000254221	5	140729828	140892546	1	q31.3	PCDHGB1	56104	NM_018922,NM_032095
ENSG00000133110	13	38136720	38183563	-1	q13.3	POSTN	10631	NM_001135934,NM_001135935,NM_001135936,NM_006475
ENSG00000133111	13	37393361	37403241	1	q13.3	RFXAP	5994	NM_000538
ENSG00000133112	13	45911008	45915505	-1	q14.13	TPT1	7178	NM_003295
ENSG00000159733	4	2271309	2420390	-1	p16.3	ZFYVE28	57732	NM_001172657,NM_001172658,NM_001172656,NM_001172660,NM_020972,NM_001172659
ENSG00000133114	13	45563687	45607746	1	q14.12	KIAA1704	55425	NM_018559
ENSG00000133115	13	39540062	39565203	-1	q13.3	STOML3	161003	NM_001144033,NM_145286
ENSG00000255568	21	40685888	40686369	-1	q22.2	NCRNA00257	null	NR_033800
ENSG00000229295	HSCHR6_MHC_MANN	33197846	33209127	1	null	null	null	null
ENSG00000108175	10	80828792	81076285	1	q22.3	ZMIZ1	57178	NM_020338
ENSG00000108176	10	69556427	69597924	-1	q21.3	DNAJC12	56521	NM_021800,NM_201262
ENSG00000229292	19	56280507	56284545	1	q13.42	null	null	null
ENSG00000146425	6	159057506	159065771	-1	q25.3	DYNLT1	6993	NM_006519
ENSG00000108179	10	81107225	81115093	1	q22.3	PPIF	10105	NM_005729
ENSG00000242259	22	19338891	19435755	-1	q11.21	C22orf39	128977	NM_001166242,NM_173793
ENSG00000255570	6	170484855	170486119	-1	q27	null	null	null
ENSG00000110492	11	46402306	46405375	1	p11.2	MDK	4192	NM_002391,NM_001012333,NM_001012334
ENSG00000134438	18	56934267	56940625	-1	q21.32	RAX	30062	NM_013435
ENSG00000243594	HSCHR6_MHC_QBL	32740623	32776073	1	null	null	5698	null
ENSG00000255574	HG183_PATCH	62555147	62574426	-1	null	null	11232	null
ENSG00000242265	7	94285637	94299007	1	q21.3	PEG10	23089	NM_001184961,NM_001184962,NM_001040152,NM_001172437,NM_015068,NM_001172438
ENSG00000145103	3	121706170	121741051	-1	q13.33	ILDR1	286676	NM_001199800,NM_175924,NM_001199799
ENSG00000110497	11	46417964	46615675	-1	p11.2	AMBRA1	55626	NM_017749
ENSG00000255578	HSCHR15_1_CTG8	66201413	66206303	-1	null	null	null	null
ENSG00000254245	5	140723601	140892546	1	q31.3	PCDHGA3	56112	NM_032011,NM_018916
ENSG00000145107	3	196042953	196065374	-1	q29	TM4SF19	116211	NM_138461
ENSG00000146433	6	158957466	159056460	1	q25.3	TMEM181	57583	NM_020823
ENSG00000133124	X	107975712	107979651	-1	q22.3	IRS4	8471	NM_003604
ENSG00000122477	1	100614409	100643771	-1	p21.2	LRRC39	127495	NM_144620
ENSG00000134453	10	6130949	6159420	1	p15.1	RBM17	84991	NM_032905,NM_001145547
ENSG00000134440	18	55267896	55289177	-1	q21.31	NARS	4677	NM_004539
ENSG00000158417	2	99953816	100016728	1	q11.2	EIF5B	9669	NM_015904
ENSG00000255577	15	23096948	23100207	1	q11.2	null	null	null
ENSG00000134452	10	5931535	5979556	1	p15.1	FBXO18	84893	NM_032807,NM_178150
ENSG00000158402	5	137620954	137674044	-1	q31.2	CDC25C	995	NM_022809,NM_001790
ENSG00000172716	17	33677324	33700642	-1	q12	SLFN11	91607	NM_001104590,NM_001104588,NM_001104589,NM_001104587,NM_152270
ENSG00000172717	14	67656110	67695267	1	q23.3	FAM71D	161142	NM_173526
ENSG00000146426	6	155153831	155578857	1	q25.2	TIAM2	26230	NM_001010927,NM_012454
ENSG00000158406	6	26281283	26285762	-1	p22.2	HIST1H4H	554313,121504,8370,8294,8361,8362,8363,8364,8365,8360,8366,8367,8368,8359	NM_003543
ENSG00000133121	13	33677307	33924760	-1	q13.1	STARD13	90627	NM_178006,NM_178007,NM_052851
ENSG00000158411	2	99777890	99797521	-1	q11.2	MITD1	129531	NM_138798
ENSG00000108187	10	70042417	70092684	-1	q21.3	PBLD	64081	NM_022129,NM_001033083
ENSG00000134443	18	56887400	56898006	1	q21.32	GRP	2922	NM_001012512,NM_002091,NM_001012513
ENSG00000040933	2	99061317	99207496	1	q11.2	INPP4A	3631	NM_004027,NM_001134224,NM_001134225,NM_001566
ENSG00000014641	2	63815743	63834331	1	p15	MDH1	4190	NM_001199111,NM_005917,NM_001199112
ENSG00000122481	1	95699711	95712781	1	p21.3	RWDD3	25950	NM_001128142,NM_015485
ENSG00000122482	1	91380859	91487829	-1	p22.2	ZNF644	84146	NM_032186,NM_201269,NM_016620
ENSG00000122483	1	93645476	93744287	1	p22.1	CCDC18	343099	NM_206886
ENSG00000122484	1	92764522	92853730	1	p22.1	RPAP2	79871	NM_024813
ENSG00000026652	6	161551011	161695093	-1	q26	AGPAT4	56895	NM_020133
ENSG00000255586	14	20947843	20948404	-1	q11.2	null	null	null
ENSG00000133135	X	105937024	106040223	1	q22.3	RNF128	79589	NM_024539,NM_194463
ENSG00000134461	10	5903689	5931869	-1	p15.1	ANKRD16	54522	NM_001009943,NM_019046,NM_001009941
ENSG00000255589	HSCHR4_1_CTG12	156824847	156841550	1	null	null	6999	null
ENSG00000133138	X	106045910	106119375	1	q22.3	TBC1D8B	54885	NM_198881,NM_017752
ENSG00000255588	2	64779905	64819267	-1	p14	null	null	null
ENSG00000158423	X	53449639	53458059	1	p11.22	RIBC1	158787	NM_144968,NM_001031745
ENSG00000133131	X	106183964	106243474	-1	q22.3	MORC4	79710	NM_024657,NM_001085354
ENSG00000160741	1	153920145	153931101	-1	q21.3	CRTC2	200186	NM_181715
ENSG00000159753	16	67679030	67691456	1	q22.1	RLTPR	146206	NM_001013838
ENSG00000134460	10	6052652	6104333	-1	p15.1	IL2RA	3559	NM_000417
ENSG00000184702	22	19701987	19712295	1	q11.21	SEPT5	5413	NM_002688,NR_037611,NR_037612,NM_001009939
ENSG00000172724	9	34689564	34691274	-1	p13.3	CCL19	6363	NM_006274
ENSG00000172725	11	67205519	67211292	-1	q13.2	CORO1B	57175	NM_001018070,NM_020441
ENSG00000160746	3	43396351	43733086	-1	p21.33	ANO10	55129	NM_018075
ENSG00000145113	3	195473636	195539148	-1	q29	MUC4	4585	NM_004532,NM_138297,NM_018406
ENSG00000172728	8	33228342	33330940	-1	p12	FUT10	84750	NM_032664
ENSG00000184708	22	31835349	31892094	-1	q12.2	EIF4ENIF1	56478	NM_001164501,NM_001164502,NM_019843
ENSG00000184709	9	140063210	140064503	-1	q34.3	LRRC26	389816	NM_001013653
ENSG00000255584	5	55246893	55246973	1	q11.2	null	null	null
ENSG00000158428	2	219221579	219232822	1	q35	C2orf62	375307	NM_198559
ENSG00000255573	10	88823476	88823698	1	q23.2	null	null	null
ENSG00000255587	6	36690372	36696578	1	p21.2	null	null	null
ENSG00000255552	6	31679548	31681842	-1	p21.33	null	null	NR_024541
ENSG00000230293	HSCHR6_MHC_DBB	31689945	31714813	1	null	null	4439	null
ENSG00000255590	11	1220764	1220883	-1	p15.5	null	null	null
ENSG00000134470	10	5991038	6020150	-1	p15.1	IL15RA	3601	NM_002189,NR_033494,NM_172200
ENSG00000255592	11	5269506	5271088	1	p15.4	null	null	null
ENSG00000255593	5	179219178	179220712	1	q35.3	null	null	null
ENSG00000133142	X	102831159	102842657	1	q22.2	TCEAL4	79921	NM_001006937,NM_024863,NM_001006935,NM_001006936
ENSG00000146453	6	160221301	160241736	1	q25.3	PNLDC1	154197	NM_173516
ENSG00000255596	17	4817324	4819419	-1	p13.2	null	null	null
ENSG00000255597	HSCHR17_1_CTG4	39584134	39588147	-1	null	null	8688	null
ENSG00000159763	7	142829170	142836839	1	q34	PIP	5304	NM_002652
ENSG00000146457	6	160146617	160177351	1	q25.3	WTAP	9589	NM_004906,NM_152857,NM_152858
ENSG00000157106	16	18816175	18937776	-1	p12.3	SMG1	100506060,23049	NM_015092,NR_027154
ENSG00000133149	X	104463611	104465358	-1	q22.3	TEX13A	56157	NM_031274
ENSG00000157107	5	72251808	72386349	1	q13.2	FCHO2	115548	NM_138782,NM_001146032
ENSG00000122497	1	148003642	148025863	-1	q21.2	NBPF14	25832	NM_015383
ENSG00000242284	X	134944381	134953994	-1	q26.3	CT45A5	100509678,441521,100133581	NM_001007551,NM_001172288
ENSG00000160752	1	155278539	155290457	1	q22	FDPS	2224	NM_002004,NM_001135821,NM_001135822
ENSG00000172732	11	65624597	65635124	1	q13.1	MUS81	80198	NM_025128
ENSG00000171402	X	52891557	52897099	-1	p11.22	XAGE3	170626	NM_130776,NM_133179
ENSG00000172731	10	72058729	72142382	-1	q22.1	LRRC20	55222	NM_207119,NM_018239,NM_018205
ENSG00000160753	1	155290687	155300905	1	q22	RUSC1	23623	NM_001105203,NM_001105204,NM_001105205,NM_014328
ENSG00000171405	X	52841228	52847325	1	p11.22	XAGE5	170627	NM_130775
ENSG00000184716	15	44064803	44092419	-1	q15.3	SERINC4	619189	NM_001033517
ENSG00000172738	6	37179956	37225931	-1	p21.2	TMEM217	221468	NM_145316
ENSG00000171408	6	136172834	136516712	1	q23.3	PDE7B	27115	NM_018945
ENSG00000171403	17	39722096	39728310	-1	q21.2	KRT9	3857	NM_000226
ENSG00000147789	8	146052849	146072894	1	q24.3	ZNF7	7553	NM_003416
ENSG00000255582	14	22101992	22103096	-1	q11.2	OR10G2	26534	NM_001005466
ENSG00000172733	8	30853321	30891231	-1	p12	PURG	29942	NM_001015508,NM_013357
ENSG00000157103	3	11034410	11080933	1	p25.3	SLC6A1	6529	NM_003042
ENSG00000158435	2	101869264	101886778	1	q11.2	C2orf29	55571	NM_017546
ENSG00000184719	10	90033621	90344287	-1	q23.31	RNLS	55328	NM_018363,NM_001031709
ENSG00000159720	16	67471922	67515140	-1	q22.1	ATP6V0D1	9114	NM_004691
ENSG00000134480	5	86687311	86708836	-1	q14.3	CCNH	902	NM_001199189,NM_001239
ENSG00000000003	X	99883667	99894988	-1	q22.1	TSPAN6	7105	NM_003270
ENSG00000157110	8	30241944	30429778	1	p12	RBPMS	11030	NM_001008711,NM_001008712,NM_006867,NM_001008710
ENSG00000157111	5	72416119	72427644	1	q13.2	TMEM171	134285	NM_001161342,NM_173490
ENSG00000013364	16	29831729	29859355	1	p11.2	MVP	9961	NM_005115,NM_017458
ENSG00000121152	2	97001525	97039583	1	q11.2	NCAPH	23397	NM_015341
ENSG00000158445	20	47984946	48099184	-1	q13.13	KCNB1	3745	NM_004975
ENSG00000039987	19	12863407	12869269	1	p13.2	BEST2	54831	NM_017682
ENSG00000147799	8	145754563	145911194	-1	q24.3	ARHGAP39	80728	NM_025251
ENSG00000134489	18	22040593	22059921	1	q11.2	HRH4	59340	NM_001143828,NM_021624,NM_001160166
ENSG00000146469	6	153071933	153080900	1	q25.2	VIP	7432	NM_003381,NM_194435
ENSG00000157119	3	42727011	42734036	1	p22.1	KBTBD5	131377	NM_152393
ENSG00000122490	18	77662420	77711664	-1	q23	PQLC1	80148	NM_001146343,NM_001146345,NM_025078
ENSG00000051620	6	138724668	138734310	1	q23.3	HEBP2	23593	NM_014320
ENSG00000196700	20	62588055	62680113	-1	q13.33	ZNF512B	57473	NM_020713
ENSG00000064932	19	1107634	1174282	-1	p13.3	SBNO2	22904	NM_001100122,NM_014963
ENSG00000064933	2	190648811	190742355	1	q32.2	PMS1	5378	NM_001128143,NM_001128144,NM_000534
ENSG00000160766	1	155183616	155197214	-1	q22	GBAP1	null	null
ENSG00000160767	1	155216996	155225274	-1	q22	FAM189B	10712	NM_198264,NM_006589
ENSG00000196705	19	21324840	21368805	1	p12	ZNF431	170959	NM_133473
ENSG00000172748	8	182137	197342	1	p23.3	ZNF596	169270	NM_001042415,NM_001042416,NM_173539
ENSG00000063601	X	149861435	149933576	1	q28	MTMR1	8776	NM_003828
ENSG00000133136	X	109589700	109590201	-1	q23	GNG5P2	null	null
ENSG00000184724	21	31985750	31989896	-1	q22.11	KRTAP6-1	337966	NM_181602
ENSG00000172742	11	59282386	59283330	1	q12.1	OR4D9	390199	NM_001004711
ENSG00000159761	16	67700719	67702660	1	q22.1	C16orf86	388284	NM_001012984
ENSG00000171401	17	39657233	39661849	-1	q21.2	KRT13	3860	NM_153490,NM_002274
ENSG00000134490	18	20777719	21017925	-1	q11.2	C18orf45	85019	NM_032933
ENSG00000146463	1	35734568	35887659	1	p34.3	ZMYM4	9202	NM_005095
ENSG00000196704	17	66244145	66253305	1	q24.2	AMZ2	51321	NM_001033571,NM_001033572,NM_001033569,NM_001033574,NM_016627,NM_001033570
ENSG00000169100	X	1505045	1511626	-1	p22.33	SLC25A6	293	NM_001636
ENSG00000159784	7	143050493	143059863	-1	q34	FAM131B	9715	NM_001031690,NM_014690
ENSG00000013375	6	83870869	83903655	-1	q14.2	PGM3	5238	NM_001199918,NM_015599,NM_001199919,NM_001199917
ENSG00000146476	6	151773422	151791236	1	q25.1	C6orf211	79624	NM_024573
ENSG00000146477	6	160769300	160876014	1	q25.3	SLC22A3	6581	NM_021977
ENSG00000169105	15	40763160	40765353	1	q15.1	CHST14	113189	NM_130468
ENSG00000158458	5	139226364	139422884	-1	q31.2	NRG2	9542	NM_013981,NM_013982,NM_001184935,NM_013983,NM_004883
ENSG00000013374	7	151038785	151075535	1	q36.1	NUB1	51667	NM_016118
ENSG00000158457	7	128784712	128808671	1	q32.1	TSPAN33	340348	NM_178562
ENSG00000012048	17	41196312	41322290	-1	q21.31	BRCA1	672	NM_007299,NM_007298,NR_027676,NM_007300,NM_007294,NM_007297
ENSG00000184730	16	28505993	28510242	1	p11.2	APOBR	55911	NM_018690
ENSG00000184731	2	38814	46870	-1	p25.3	FAM110C	642273	NM_001077710
ENSG00000172752	3	130064359	130203688	1	q22.1	COL6A5	256076	NM_153264,NR_022012
ENSG00000183401	19	11457181	11465619	1	p13.2	CCDC159	126075	NM_001080503
ENSG00000171421	5	1798500	1801480	-1	p15.33	MRPL36	64979	NM_032479
ENSG00000076924	19	7684412	7694451	-1	p13.2	XAB2	56949	NM_020196
ENSG00000172757	11	65590493	65629497	-1	q13.1	CFL1	1072	NM_005507
ENSG00000196715	7	65338254	65424530	1	q11.21	VKORC1L1	154807	NM_173517
ENSG00000184735	X	23018087	23020204	1	p22.11	DDX53	168400	NM_182699
ENSG00000076928	19	42387267	42411597	1	q13.2	ARHGEF1	9138	NM_199002,NM_004706,NM_198977
ENSG00000145147	4	20254883	20622184	1	p15.31	SLIT2	9353	NM_004787
ENSG00000171425	19	56154986	56156988	1	q13.42	ZNF581	51545	NM_016535
ENSG00000196711	8	53446597	53478067	-1	q11.23	FAM150A	389658	NM_207413
ENSG00000196712	17	29421945	29708905	1	q11.2	NF1	4763	NM_001042492,NM_000267,NM_001128147
ENSG00000171428	8	18027986	18081198	1	p22	NAT1	9	NM_001160170,NM_001160171,NM_001160172,NM_000662,NM_001160174,NM_001160175,NM_001160176,NM_001160179,NM_001160173
ENSG00000159788	4	3294755	3441640	1	p16.3	RGS12	6002	NM_198229,NM_002926,NM_198227
ENSG00000254290	8	37454998	37457376	-1	p11.23	null	null	null
ENSG00000133134	X	102564274	102565974	-1	q22.1	BEX2	84707	NM_001168399,NM_001168400,NM_001168401,NM_032621
ENSG00000159792	16	67927175	67963581	1	q22.1	PSKH1	5681	NM_006742
ENSG00000157131	1	57320479	57383894	1	p32.2	C8A	731	NM_000562
ENSG00000255598	17	58355413	58355697	1	q23.2	null	null	null
ENSG00000255579	1	48727902	48728851	-1	p33	null	null	null
ENSG00000049323	2	33172039	33624576	1	p22.3	LTBP1	4052	NM_206943,NM_001166265,NM_000627,NM_001166264
ENSG00000158467	7	128864864	129070052	1	q32.1	AHCYL2	23382	NM_001130720,NM_001130722,NM_001130723,NM_015328
ENSG00000169116	4	75858305	75975325	1	q13.3	PARM1	25849	NM_015393
ENSG00000256899	6	43501761	43502408	1	p21.1	null	null	null
ENSG00000169118	15	64457716	64665968	-1	q22.31	CSNK1G1	53944	NM_022048
ENSG00000160781	1	156213206	156217881	-1	q22	PAQR6	79957	NM_198406,NM_024897
ENSG00000160783	1	156182773	156213123	1	q22	PMF1	11243,100527963	NM_001199661,NM_007221,NM_001199663,NM_001199653,NM_001199654
ENSG00000171431	17	39030852	39041479	-1	q21.2	KRT20	54474	NM_019010
ENSG00000184743	11	63391559	63439393	-1	q13.1	ATL3	25923	NM_015459
ENSG00000172765	3	129366635	129612419	-1	q22.1	TMCC1	23023	NR_033361,NM_001017395,NM_001128224
ENSG00000196724	19	58433252	58446755	-1	q13.43	ZNF418	147686	NM_133460
ENSG00000160785	1	156163880	156182587	1	q22	SLC25A44	9673	NM_014655
ENSG00000160789	1	156052364	156109880	1	q22	LMNA	4000	NM_005572,NM_170707,NM_170708
ENSG00000172766	13	41885341	41951166	1	q14.11	NAA16	79612	NM_024561,NM_001110798
ENSG00000171433	X	48620154	48632064	1	p11.23	GLOD5	392465	NM_001080489
ENSG00000256892	10	37890366	37891859	-1	p11.21	MTRNR2L7	100288485	NM_001190489
ENSG00000172769	11	58169937	58170882	-1	q12.1	OR5B3	441608	NM_001005469
ENSG00000171435	12	117890817	118406788	-1	q24.23	KSR2	283455	NM_173598
ENSG00000170100	16	89284111	89295363	1	q24.3	ZNF778	197320	NM_182531,NM_001201407
ENSG00000134463	10	11784365	11806069	1	p14	ECHDC3	79746	NM_024693
ENSG00000158470	20	48249482	48330415	-1	q13.13	B4GALT5	9334	NM_004776
ENSG00000012061	19	45910591	45982086	-1	q13.32	ERCC1	2067	NM_001983,NM_001166049,NM_202001
ENSG00000013392	6	83903098	83906382	1	q14.2	RWDD2A	112611	NM_033411
ENSG00000158473	1	158149737	158154686	1	q23.1	CD1D	912	NM_001766
ENSG00000169122	8	58907068	59116838	1	q12.1	FAM110B	90362	NM_147189
ENSG00000158477	1	158223927	158228059	1	q23.1	CD1A	909	NM_001763
ENSG00000169126	10	28064115	28287977	-1	p12.1	ARMC4	55130	NM_018076
ENSG00000024048	6	42531800	42661242	1	p21.1	UBR2	23304	NM_001184801,NM_015255
ENSG00000160791	3	46411633	46417697	1	p21.31	CCR5	1234	NM_001100168,NM_000579
ENSG00000172771	3	129120164	129147494	-1	q21.3	C3orf25	90288	NM_207307
ENSG00000064961	19	3572775	3579086	1	p13.3	HMG20B	10362	NM_006339
ENSG00000196730	9	90112143	90323548	1	q21.33	DAPK1	1612	NM_004938
ENSG00000184752	12	95365109	95397511	-1	q22	NDUFA12	55967	NM_018838
ENSG00000172775	16	57186387	57219976	-1	q13	FAM192A	80011	NM_024946
ENSG00000076944	19	7701991	7712759	1	p13.2	STXBP2	6813	NM_006949,NM_001127396
ENSG00000196734	1	152784447	152785585	1	q21.3	LCE1B	353132	NM_178349
ENSG00000183426	16	14844670	15045931	1	p13.11	NPIP	100506193,100506074,642799,642778,9284	NM_006985
ENSG00000088926	4	187187099	187210835	1	q35.2	F11	2160	NM_000128
ENSG00000050327	7	144052381	144077725	1	q35	ARHGEF5	7984	NM_005435
ENSG00000196739	9	116917840	117074791	1	q32	COL27A1	85301	NM_032888
ENSG00000171448	9	125677845	125693779	-1	q33.2	ZBTB26	57684	NM_020924
ENSG00000171446	17	38933060	38938786	-1	q21.2	KRT27	342574	NM_181537
ENSG00000171443	19	56111730	56114504	1	q13.42	ZNF524	147807	NM_153219
ENSG00000183423	4	110772486	110793471	1	q25	LRIT3	345193	NM_198506
